,size,url
991,579616.773072,http://ecowatch.ncddc.noaa.gov/thredds/dodsC/ncom_us_east_before_depth_change_agg/US_East_Feb_2009_to_November_18_2009_best.ncd
1471,515349.8313,http://crow.marine.usf.edu:8080/thredds/dodsC/FVCOM-Nowcast-Agg.nc
102,492983.755084,http://ecowatch.ncddc.noaa.gov/thredds/dodsC/hycom/hycom_reg17_agg/HYCOM_Region_17_Aggregation_best.ncd
988,434900.50096,http://ecowatch.ncddc.noaa.gov/thredds/dodsC/ncom/ncom_sfc8_agg/NCOM_SFC_8_Aggregation_best.ncd
1165,433294.906904,http://oos.soest.hawaii.edu/thredds/dodsC/hioos/tide_mhi
75,432242.12404,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/shelf_hypoxia/NOAA_NGOM/2005-2011_NGOM
1433,380691.97,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/NAM/Firewxnest/Best/LambertConformal_389X628-42p01N-120p2W
1470,342469.75935999997,http://thredds.ucar.edu/thredds/dodsC/grib/nexrad/composite/unidata/Best
1472,326207.72696,http://omgsrv1.meas.ncsu.edu:8080/thredds/dodsC/fmrc/sabgom/SABGOM_Forecast_Model_Run_Collection_best.ncd
1435,306907.640096,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/NAM/Firewxnest/Best/LambertConformal_393X641-43p81N-120p7W
1434,305207.66796,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/NAM/Firewxnest/Best/LambertConformal_389X644-42p02N-122p2W
1173,274304.61215999996,http://oos.soest.hawaii.edu/thredds/dodsC/hioos/model/wav/ww3/WaveWatch_III_Global_Wave_Model_best.ncd
62,259857.318052,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_ADCIRC/Hurricane_Rita_3D_final_run_with_waves
989,248880.897904,http://ecowatch.ncddc.noaa.gov/thredds/dodsC/ncom/ncom_sfc8_hind_agg/NCOM_SFC8_Hindcast_Aggregation_best.ncd
63,225203.05546,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_ADCIRC/Hurricane_Rita_3D_final_run_without_waves
1164,207341.36536,http://oos.soest.hawaii.edu/thredds/dodsC/hioos/tide_bi
1125,185252.507984,http://oos.soest.hawaii.edu/thredds/dodsC/hioos/model/atm/ncep_global/NCEP_Global_Atmospheric_Model_best.ncd
1006,158173.98755,http://sos.maracoos.org/thredds/dodsC/agg/navhycom/agg.nc
1144,150143.04424,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/shelf_hypoxia/TAMU_ROMS/2004-2009_iasnfs_obc_24h
1143,150143.04424,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/shelf_hypoxia/TAMU_ROMS/2004-2009_hycom_obc_24h
1395,147102.777344,http://thredds.axiomalaska.com/thredds/dodsC/MUR.nc
1338,126207.049872,http://oceanmodeling.pmc.ucsc.edu:8080/thredds/dodsC/ccsnrt/fmrc/CCSNRT_Aggregation_best.ncd
1134,114854.447744,http://oos.soest.hawaii.edu/thredds/dodsC/pacioos/roms_forec/mari/ROMS_CNMI_Regional_Ocean_Model_best.ncd
1132,112606.923608,http://oos.soest.hawaii.edu/thredds/dodsC/pacioos/roms_assim/mari/ROMS_CNMI_Regional_Ocean_Model_Assimilation_best.ncd
1146,112145.42656,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/shelf_hypoxia/TAMU_ROMS/2004-2009_ngom_obc_24h
36,100378.076292,http://tds.glos.us/thredds/dodsC/HECWFS-Nowcast-Agg.nc
1011,99027.114336,http://tds.marine.rutgers.edu/thredds/dodsC/roms/espresso/2013_da/his_Best/ESPRESSO_Real-Time_v2_History_Best_Available_best.ncd
1002,97200.076108,http://tds.maracoos.org/thredds/dodsC/MODIS-Agg.nc
57,86652.818596,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_ADCIRC/Hurricane_Ike_3D_final_run_with_waves
38,74471.762864,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/estuarine_hypoxia/VIMS_EFDC/2004_DO3d
1444,71608.71374800001,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/RTMA/CONUS_2p5km/Best
1051,69332.3787,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_ADCIRC/Hurricane_Ike_2D_final_run_with_waves
1071,69332.3787,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_ADCIRC/Hurricane_Rita_2D_preliminary_run_4_with_waves_without_advection_implicit_1s
1066,69332.3787,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_ADCIRC/Hurricane_Rita_2D_final_run_with_waves
1441,67865.94778399999,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/RAP/CONUS_13km/Best
1418,67447.178944,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/GFS/Global_0p5deg/Best
1127,64627.200142,http://oos.soest.hawaii.edu/thredds/dodsC/hioos/roms_forec/hiig/ROMS_Hawaii_Regional_Ocean_Model_best.ncd
1126,61757.851078,http://oos.soest.hawaii.edu/thredds/dodsC/hioos/roms_assim/hiig/ROMS_Hawaii_Regional_Ocean_Model_Assimilation_best.ncd
1135,57017.817326,http://oos.soest.hawaii.edu/thredds/dodsC/pacioos/roms_forec/marig/ROMS_Guam_Regional_Ocean_Model_best.ncd
1473,56888.570856,http://omgsrv1.meas.ncsu.edu:8080/thredds/dodsC/fmrc/us_east/US_East_Forecast_Model_Run_Collection_best.ncd
1415,56195.820276000006,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/GEFS/Global_1p0deg_Ensemble/members/Best
1408,54961.690275999994,http://thredds.ucar.edu/thredds/dodsC/grib/FNMOC/NAVGEM/Global_0p5deg/Best
1123,53830.926112,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/USF_FVCOM/Tides_only_2D_preliminary_run_2_varied_manning_minimum_manning_0.025
1122,53830.926112,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/USF_FVCOM/Tides_only_2D_preliminary_run_1_fixed_manning
1121,53830.926112,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/USF_FVCOM/Tides_only_2D_final_run
1438,52386.24108,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/NDFD/CONUS_5km_conduit/Best/LambertConformal_1377X2145-38p22N-95p43W-2
37,48401.47344,http://tds.glos.us/thredds/dodsC/SLRFVM-Nowcast-Agg.nc
58,43819.453156,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_ADCIRC/Hurricane_Ike_3D_final_run_without_waves
1034,42283.515864,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/estuarine_hypoxia/UMCES_ChesROMS-BGC/1991-2005_BGC
1169,40739.951196,http://oos.soest.hawaii.edu/thredds/dodsC/hioos/model/atm/wrf_hi/WRF_Hawaii_Regional_Atmospheric_Model_best.ncd
1442,38630.836656,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/RAP/CONUS_20km/Best
73,37919.888392,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Rita_3D_final_run_with_waves
1428,37542.47482,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/NAM/CONUS_12km/Best
1136,37531.81072,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/shelf_hypoxia/DAL_ROMS/2004-2009_hycom_obc_with_oxygen_inst_rem_30layers
1140,37531.81072,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/shelf_hypoxia/DAL_ROMS/2004-2009_ias_obc_with_oxygen_inst_rem_30layers
1138,37531.81072,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/shelf_hypoxia/DAL_ROMS/2004-2009_ias_obc_with_oxygen_hnd_soc_30layers
1133,37531.81072,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/shelf_hypoxia/DAL_ROMS/2004-2009_hycom_obc_with_oxygen_hnd_soc_30layers
1139,36646.520271999994,http://oos.soest.hawaii.edu/thredds/dodsC/pacioos/roms_forec/samoa/ROMS_Samoa_Regional_Ocean_Model_best.ncd
1052,34678.116108,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_ADCIRC/Hurricane_Ike_2D_final_run_without_waves
1068,34678.116108,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_ADCIRC/Hurricane_Rita_2D_final_run_without_waves
1072,34678.116108,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_ADCIRC/Hurricane_Rita_2D_preliminary_run_5_without_waves_and_advection_implicit_1s
1423,33575.689128000005,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/NAM/Alaska_11km/Best
1429,32025.96,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/NAM/CONUS_12km/conduit/Best
1107,26910.882296,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/USF_FVCOM/Hurricane_Ike_3D_final_run_without_waves
1105,26910.882296,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/USF_FVCOM/Hurricane_Ike_3D_final_run_with_waves
74,25628.396296,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Rita_3D_final_run_without_waves
1130,24905.028152,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/shelf_hypoxia/DAL_ROMS/2004-2009_climatology_obc_with_oxygen_hnd_soc_20layers
98,24038.704352,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/shelf_hypoxia/DAL_ROMS/2004-2009_climatology_obc_with_oxygen_inst_rem_20layers
1170,23028.21198,http://oos.soest.hawaii.edu/thredds/dodsC/hioos/model/atm/wrf_mo/WRF_Maui-Oahu_Regional_Atmospheric_Model_best.ncd
1137,22594.47508,http://oos.soest.hawaii.edu/thredds/dodsC/pacioos/roms_assim/samoa/ROMS_Samoa_Regional_Ocean_Model_Assimilation_best.ncd
1160,22265.717724,http://oos.soest.hawaii.edu/thredds/dodsC/hioos/model/wav/swan/kauai/SWAN_Kauai_Regional_Wave_Model_best.ncd
1112,21551.577848,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/USF_FVCOM/Hurricane_Rita_3D_final_run_with_waves
1114,21551.577848,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/USF_FVCOM/Hurricane_Rita_3D_final_run_without_waves
1167,19423.787148,http://oos.soest.hawaii.edu/thredds/dodsC/hioos/model/atm/wrf_cnmi/WRF_CNMI_Regional_Atmospheric_Model_best.ncd
68,19141.219144,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Ike_3D_final_run_with_waves
1035,18447.459192,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/estuarine_hypoxia/VIMS_CBOFS/2004-2005
1070,17340.961404,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_ADCIRC/Hurricane_Rita_2D_preliminary_run_3_tides_only
1056,17340.961404,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_ADCIRC/Hurricane_Ike_2D_preliminary_run_5_tides_only
1420,16908.516312000003,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/GFS/Global_onedeg/Best
1158,16776.947884,http://oos.soest.hawaii.edu/thredds/dodsC/hioos/model/wav/swan/bigi/SWAN_Big_Island_Regional_Wave_Model_best.ncd
1007,16549.262596,http://sos.maracoos.org/thredds/dodsC/agg/stevensnyhops/agg.nc
1174,14665.271772,http://oos.soest.hawaii.edu/thredds/dodsC/hioos/model/wav/ww3/hawaii/WaveWatch_III_Hawaii_Regional_Wave_Model_best.ncd
1162,12405.370028,http://oos.soest.hawaii.edu/thredds/dodsC/hioos/model/wav/swan/oahu/SWAN_Oahu_Regional_Wave_Model_best.ncd
70,12312.611464,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Rita_2D_final_run_waves_only
1080,12048.617044,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_ADCIRC/Tides_only_3D_final_run
1076,12048.616956,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_ADCIRC/Tides_only_2D_final_run
1078,12048.616956,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_ADCIRC/Tides_only_2D_preliminary_run_1_without_advection_implicit_1s
72,11978.293036,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Rita_2D_final_run_without_waves
1421,11428.233592,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/GFS/Pacific_40km/Best
1148,10297.626948,http://geoport-dev.whoi.edu/thredds/dodsC/estofs/atlantic
1161,10110.962044,http://oos.soest.hawaii.edu/thredds/dodsC/hioos/model/wav/swan/maui/SWAN_Maui_Regional_Wave_Model_best.ncd
1124,9889.67512,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/USF_FVCOM/Tides_only_3D_preliminary_run_1_fixed_roughness
1443,9733.02816,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/RAP/CONUS_40km/Best
1172,9568.8177,http://oos.soest.hawaii.edu/thredds/dodsC/hioos/model/atm/wrf_samoa/WRF_Samoa_Regional_Atmospheric_Model_best.ncd
1157,9412.333332,http://oos.soest.hawaii.edu/thredds/dodsC/hioos/model/wav/swan/apra/SWAN_Apra_Harbor_Regional_Wave_Model_best.ncd
1431,9335.529008000001,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/NAM/CONUS_40km/conduit/Best
1510,9272.916128,http://dm2.caricoos.org/thredds/dodsC/swan/SWAN_Aggregation_best.ncd
122,9255.321292,http://www.smast.umassd.edu:8080/thredds/dodsC/FVCOM/NECOFS/Forecasts/NECOFS_GOM3_FORECAST.nc
1168,9075.630296000001,http://oos.soest.hawaii.edu/thredds/dodsC/hioos/model/atm/wrf_guam/WRF_Guam_Regional_Atmospheric_Model_best.ncd
1103,8988.202256,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/USF_FVCOM/Hurricane_Ike_2D_final_run_without_waves
1101,8988.202256,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/USF_FVCOM/Hurricane_Ike_2D_final_run_with_waves
1478,8798.79388,http://crow.marine.usf.edu:8080/thredds/dodsC/WFS_ROMS_NF_model/USF_Ocean_Circulation_Group_West_Florida_Shelf_Daily_ROMS_Nowcast_Forecast_Model_Data_best.ncd
1401,8601.006712,http://thredds.axiomalaska.com/thredds/dodsC/WRF_D02.nc
67,8563.988524,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Ike_2D_final_run_without_waves
1110,7206.886232,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/USF_FVCOM/Hurricane_Rita_2D_final_run_without_waves
1109,7206.886232,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/USF_FVCOM/Hurricane_Rita_2D_final_run_with_waves
1425,6696.55348,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/NAM/Alaska_45km/conduit/Best
1171,5841.554408,http://oos.soest.hawaii.edu/thredds/dodsC/hioos/model/atm/wrf_oa/WRF_Oahu_Regional_Atmospheric_Model_best.ncd
1010,5625.620968,http://tds.marine.rutgers.edu/thredds/dodsC/roms/espresso/2013_da/avg_Best/ESPRESSO_Real-Time_v2_Averages_Best_Available_best.ncd
1159,5562.5435959999995,http://oos.soest.hawaii.edu/thredds/dodsC/hioos/model/wav/swan/guam/SWAN_Guam_Regional_Wave_Model_best.ncd
1436,5487.860912,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/NAM/Polar_90km/Best
1414,5351.993472,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/GEFS/Global_1p0deg_Ensemble/derived/Best
1437,5103.94976,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/NDFD/CONUS_5km/Best
1400,5084.23332,http://thredds.axiomalaska.com/thredds/dodsC/WRF_D01.nc
999,4987.66672,http://tds.glos.us/thredds/dodsC/SST/LakeMichiganSST-Agg
1166,4905.595096,http://oos.soest.hawaii.edu/thredds/dodsC/hioos/tide_pac
998,4844.644532,http://tds.glos.us/thredds/dodsC/SST/LakeHuronSST-Agg
1005,4784.934936,http://sos.maracoos.org/thredds/dodsC/agg/nam/agg.nc
1001,4418.492372000001,http://tds.glos.us/thredds/dodsC/SST/LakeSuperiorSST-Agg
121,4281.51868,http://www.smast.umassd.edu:8080/thredds/dodsC/FVCOM/NECOFS/Forecasts/NECOFS_FVCOM_OCEAN_MASSBAY_FORECAST.nc
97,4214.9509800000005,http://colossus.dl.stevens-tech.edu/thredds/dodsC/latest/Complete_gcmplt.nc
1131,3964.894168,http://oos.soest.hawaii.edu/thredds/dodsC/hioos/roms_forec/hiomsg/ROMS_Oahu_South_Shore_Regional_Ocean_Model_best.ncd
1062,3899.55822,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_ADCIRC/Hurricane_Ike_Timing_with_waves
1129,3815.793286,http://oos.soest.hawaii.edu/thredds/dodsC/hioos/roms_forec/hiog/ROMS_Oahu_Regional_Ocean_Model_best.ncd
65,3663.039304,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Ike_2D_final_run_wave_only
1128,3570.765646,http://oos.soest.hawaii.edu/thredds/dodsC/hioos/roms_assim/hiog/ROMS_Oahu_Regional_Ocean_Model_Assimilation_best.ncd
1452,3468.745368,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/WW3/Coastal_US_West_Coast/Best
1115,3232.38456,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/USF_FVCOM/SWAN_Ike_final_run_with_2DSurge
1117,3232.38456,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/USF_FVCOM/SWAN_Ike_final_run_without_Surge
1175,3228.894172,http://oos.soest.hawaii.edu/thredds/dodsC/hioos/model/wav/ww3/mariana/WaveWatch_III_Mariana_Regional_Wave_Model_best.ncd
1399,3218.207984,http://thredds.axiomalaska.com/thredds/dodsC/WAVE_1.nc
107,3180.573184,http://thredds.axiomalaska.com/thredds/dodsC/SCB_DAS.nc
1087,3075.508788,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_SLOSH/Hurricane_Ike_preliminary_run_4_egm3_without_tides
1083,3075.508788,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_SLOSH/Hurricane_Ike_final_run_egm3
1088,3075.508788,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_SLOSH/Hurricane_Ike_preliminary_run_5_egm3_with_SLOSH_winds
1089,3075.508788,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_SLOSH/Hurricane_Ike_preliminary_run_6_egm3_with_SLOSH_winds_without_tides
1091,3075.508788,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_SLOSH/Hurricane_Rita_final_run_egm3
1096,3075.508788,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_SLOSH/Hurricane_Rita_preliminary_run_4_egm3_without_tides
1098,3075.508788,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_SLOSH/Hurricane_Rita_preliminary_run_5_egm3_with_SLOSH_winds
1099,3075.508788,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_SLOSH/Hurricane_Rita_preliminary_run_6_egm3_with_SLOSH_winds_without_tides
1037,2990.612836,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_extratropical/UMASS_FVCOM/2005_3D_final_run_with_waves
1430,2911.002676,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/NAM/CONUS_20km/noaaport/Best
1038,2905.443076,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_extratropical/UMASS_FVCOM/2005_3D_final_run_without_waves
1040,2894.347396,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_extratropical/UMASS_FVCOM/2007_3D_final_run_with_waves
986,2847.147756,http://ecowatch.ncddc.noaa.gov/thredds/dodsC/ncom/ncom_reg7_agg/NCOM_Region_7_Aggregation_best.ncd
71,2816.57566,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Rita_2D_final_run_with_waves
1041,2813.306996,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_extratropical/UMASS_FVCOM/2007_3D_final_run_without_waves
69,2752.559944,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Ike_3D_final_run_without_waves
1413,2550.570544,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/DGEX/CONUS_12km/Best
1141,2533.88026,http://oos.soest.hawaii.edu/thredds/dodsC/pacioos/scud/pac
1451,2525.525388,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/WW3/Coastal_US_East_Coast/Best
1396,2488.352448,http://thredds.axiomalaska.com/thredds/dodsC/PMEL_FORECAST.nc
1310,2407.209636,http://thredds.axiomalaska.com/thredds/dodsC/ERDATSSTAMDAY.nc
1120,2270.13624,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/USF_FVCOM/SWAN_Rita_final_run_without_Surge
1119,2270.13624,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/USF_FVCOM/SWAN_Rita_final_run_with_2DSurge
1000,2208.299024,http://tds.glos.us/thredds/dodsC/SST/LakeOntarioSST-Agg
997,2189.6794360000004,http://tds.glos.us/thredds/dodsC/SST/LakeErieSST-Agg
1453,2166.6427759999997,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/WW3/Global/Best
1176,2110.063772,http://oos.soest.hawaii.edu/thredds/dodsC/hioos/model/wav/ww3/samoa/WaveWatch_III_Samoa_Regional_Wave_Model_best.ncd
521,2022.024632,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/093p1/093p1_d28.nc
66,2019.904684,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Ike_2D_final_run_with_waves
1064,1961.69934,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_ADCIRC/Hurricane_Ike_Timing_without_waves
1450,1919.846796,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/WW3/Coastal_Alaska/Best
1477,1831.002004,http://tds.secoora.org/thredds/dodsC/tampa_wera.nc
399,1805.559092,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/045p1/045p1_d14.nc
104,1762.730456,http://crow.marine.usf.edu:8080/thredds/dodsC/WFS_FVCOM_NF_model/USF_WFCOM_NF_20140922.nc
105,1762.730456,http://crow.marine.usf.edu:8080/thredds/dodsC/WFS_FVCOM_NF_model/USF_WFCOM_NF_20140923.nc
106,1762.730456,http://crow.marine.usf.edu:8080/thredds/dodsC/WFS_Model_Test/USF_WFSCOM_NF_20131010.nc
1163,1744.0175239999999,http://oos.soest.hawaii.edu/thredds/dodsC/hioos/model/wav/swan/samoa/SWAN_Tutuila_Regional_Wave_Model_best.ncd
1009,1652.769656,http://sos.maracoos.org/thredds/dodsC/agg/wwiii/agg.nc
462,1646.643712,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/076p1/076p1_d25.nc
438,1632.810184,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/071p1/071p1_d12.nc
1402,1577.654632,http://thredds.ucar.edu/thredds/dodsC/grib/FNMOC/COAMPS/Equatorial_America/Best
868,1572.68836,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/166p1/166p1_d01.nc
1439,1571.368236,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/NDFD/CONUS_5km_conduit/Best/LambertConformal_1377X2145-38p22N-95p43W
759,1555.896728,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/143p1/143p1_d02.nc
1412,1531.804768,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/DGEX/Alaska_12km/Best
671,1489.8382080000001,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/121p1/121p1_d04.nc
734,1486.278168,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/139p1/139p1_d04.nc
362,1458.114296,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/036p1/036p1_d34.nc
568,1446.40572,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/096p1/096p1_d12.nc
1422,1442.626536,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/GFS/Puerto_Rico_0p5deg/Best
1004,1431.277872,http://sos.maracoos.org/thredds/dodsC/agg/hfradar/agg.nc
672,1424.333472,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/121p1/121p1_d05.nc
1461,1414.2640959999999,http://thredds.ucar.edu/thredds/dodsC/grib/NPVU/RFC/RFC-KNES/Best
706,1392.211308,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/132p1/132p1_d02.nc
1455,1378.151568,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/WW3/Regional_Eastern_Pacific/Best
